0
0,0003463499
0,0013836
0,003106358
0,005505667
0,008569043
0,01228054
0,0166208
0,02156719
0,02709386
0,0331719
0,0397694
0,04685174
0,05438158
0,06231916
0,07062247
0,07924735
0,08814781
0,0972762
0,1065834
0,1160191
0,125532
0,1350701
0,1445809
0,1540117
0,1633096
0,1724222
0,1812975
0,1898842
0,1981322
0,2059924
0,2134171
0,2203607
0,2267791
0,2326306
0,2378756
0,2424773
0,2464013
0,2496164
0,2520943
0,2538098
0,2547411
0,2548699
0,2541813
0,2526641
0,2503109
0,2471179
0,243085
0,2382161
0,2325189
0,2260046
0,2186886
0,2105897
0,2017304
0,1921368
0,1818385
0,1708684
0,1592626
0,1470605
0,1343039
0,121038
0,1073102
0,09317019
0,0786701
0,06386381
0,04880689
0,03355663
0,01817132
0,002710244
-0,01276636
-0,02819806
-0,04352393
-0,05868332
-0,07361588
-0,08826162
-0,1025616
-0,116458
-0,1298942
-0,1428153
-0,1551681
-0,1669018
-0,1779675
-0,1883192
-0,1979135
-0,2067098
-0,214671
-0,2217628
-0,2279548
-0,2332201
-0,2375353
-0,2408812
-0,2432423
-0,2446072
-0,2449686
-0,2443233
-0,2426724
-0,2400209
-0,2363784
-0,2317583
-0,226178
-0,2196594
-0,212228
-0,2039131
-0,1947482
-0,18477
-0,1740189
-0,1625383
-0,1503751
-0,1375792
-0,124203
-0,1103014
-0,09593178
-0,0811536
-0,06602792
-0,05061782
-0,03498729
-0,01920148
-0,003326332
0,01257188
0,02842623
0,04417029
0,05973784
0,0750633
0,09008198
0,1047305
0,1189467
0,1326702
0,1458428
0,1584084
0,1703135
0,181507
0,1919409
0,2015705
0,2103542
0,2182541
0,2252359
0,2312691
0,2363271
0,2403876
0,2434324
0,2454475
0,2464234
0,2463548
0,245241
0,2430856
0,2398968
0,2356869
0,2304728
0,2242758
0,2171209
0,2090378
0,2000596
0,1902238
0,1795713
0,1681465
0,1559973
0,1431746
0,1297322
0,1157268
0,1012171
0,08626495
0,07093332
0,05528712
0,03939272
0,02331758
0,007130058
-0,009100948
-0,02530627
-0,04141675
-0,05736357
-0,0730788
-0,08849455
-0,103545
-0,1181655
-0,1322933
-0,1458673
-0,1588292
-0,1711229
-0,1826951
-0,1934956
-0,2034775
-0,2125974
-0,2208151
-0,2280947
-0,2344039
-0,2397149
-0,2440038
-0,2472513
-0,2494422
-0,2505661
-0,250617
-0,2495937
-0,2474991
-0,2443414
-0,2401327
-0,23489
-0,2286347
-0,2213924
-0,213193
-0,2040708
-0,1940638
-0,1832138
-0,1715665
-0,1591708
-0,1460794
-0,1323474
-0,118033
-0,1031971
-0,08790261
-0,0722147
-0,05620025
-0,03992762
-0,02346636
-0,006886908
0,009739988
0,02634238
0,04284925
0,05918961
0,07529307
0,0910902
0,1065128
0,1214941
0,1359692
0,1498755
0,1631523
0,1757422
0,1875897
0,1986432
0,2088543
0,2181781
0,2265733
0,2340028
0,2404335
0,2458363
0,2501869
0,2534651
0,2556557
0,2567477
0,2567351
0,2556166
0,2533955
0,2500801
0,2456832
0,2402223
0,2337196
0,2262017
0,2176997
0,2082486
0,1978884
0,1866622
0,1746173
0,1618044
0,1482776
0,1340943
0,1193147
0,1040017
0,08822034
0,07203812
0,05552386
0,03874884
0,02178468
0,004704197
-0,01241918
-0,02951173
-0,04649977
-0,06330996
-0,0798696
-0,09610698
-0,1119517
-0,1273351
-0,1421898
-0,1564512
-0,170057
-0,1829477
-0,1950666
-0,2063603
-0,2167791
-0,2262767
-0,2348107
-0,2423431
-0,2488399
-0,2542715
-0,2586128
-0,2618436
-0,2639483
-0,2649161
-0,2647412
-0,2634225
-0,260964
-0,2573747
-0,2526683
-0,2468632
-0,239983
-0,2320557
-0,2231138
-0,2131944
-0,2023387
-0,1905921
-0,178004
-0,1646272
-0,1505183
-0,135737
-0,1203458
-0,1044107
-0,08799919
-0,07118151
-0,05402952
-0,03661674
-0,01901789
-0,001308655
0,0164347
0,03413564
0,05171766
0,06910498
0,08622126
0,1029934
0,1193472
0,1352125
0,1505193
0,1652002
0,1791917
0,1924312
0,2048612
0,2164258
0,2270743
0,2367584
0,2454353
0,2530652
0,2596138
0,2650506
0,2693501
0,272492
0,2744605
0,2752451
0,2748402
0,2732456
0,2704659
0,266511
0,261396
0,2551406
0,2477699
0,239314
0,2298069
0,2192885
0,2078014
0,1953945
0,1821188
0,1680308
0,1531891
0,1376573
0,1215002
0,104787
0,08758955
0,06997991
0,05203474
0,03382964
0,01544414
-0,003044
-0,0215537
-0,04000635
-0,05832072
-0,07641873
-0,09422103
-0,1116494
-0,1286292
-0,1450847
-0,160945
-0,1761392
-0,1906013
-0,2042664
-0,2170748
-0,2289683
-0,2398946
-0,249804
-0,2586513
-0,2663968
-0,273004
-0,2784425
-0,2826861
-0,2857142
-0,287511
-0,2880662
-0,2873748
-0,2854371
-0,282259
-0,2778516
-0,272231
-0,2654196
-0,2574436
-0,2483357
-0,238132
-0,2268753
-0,2146109
-0,2013908
-0,1872689
-0,1723049
-0,1565623
-0,1401063
-0,1230077
-0,1053378
-0,08717306
-0,06858958
-0,04966822
-0,03048866
-0,01113472
0,008311713
0,027766
0,04714326
0,06636095
0,08533411
0,1039815
0,1222204
0,1399722
0,1571576
0,1737024
0,1895321
0,2045778
0,218772
0,2320507
0,2443553
0,2556294
0,2658225
0,2748872
0,2827822
0,28947
0,2949193
0,299103
0,3020003
0,3035953
0,303878
0,302844
0,3004946
0,2968364
0,2918824
0,2856505
0,2781649
0,2694542
0,2595538
0,2485029
0,2363466
0,2231353
0,2089226
0,1937684
0,1777347
0,1608901
0,1433039
0,1250518
0,1062096
0,08685876
0,06708029
0,0469594
0,02658305
0,006037246
-0,01458799
-0,03520513
-0,05572338
-0,07605517
-0,09611049
-0,1158033
-0,1350458
-0,1537551
-0,1718479
-0,1892435
-0,2058662
-0,2216406
-0,2364972
-0,2503681
-0,2631916
-0,2749083
-0,2854653
-0,2948128
-0,3029078
-0,3097113
-0,31519
-0,3193168
-0,3220699
-0,3234336
-0,3233978
-0,3219589
-0,3191191
-0,3148864
-0,3092755
-0,3023064
-0,2940053
-0,2844048
-0,2735418
-0,2614607
-0,2482092
-0,2338422
-0,2184175
-0,2020001
-0,1846567
-0,166461
-0,1474879
-0,1278179
-0,1075348
-0,08672306
-0,0654728
-0,04387311
-0,02201804
1,644153E-07
0,02208503
0,04414276
0,06607611
0,08779137
0,109193
0,1301865
0,1506813
0,1705856
0,1898128
0,208276
0,2258943
0,2425873
0,2582811
0,2729033
0,2863883
0,2986734
0,3097012
0,3194206
0,3277846
0,3347532
0,3402911
0,3443701
0,3469673
0,3480669
0,347659
0,3457403
0,3423142
0,3373906
0,3309855
0,323122
0,3138288
0,303142
0,2911023
0,277758
0,2631617
0,2473733
0,2304558
0,2124793
0,1935186
0,1736511
0,152961
0,1315337
0,1094609
0,08683438
0,06375175
0,04030971
0,01661026
-0,007246643
-0,03115733
-0,05501755
-0,07872554
-0,1021763
-0,1252691
-0,1479008
-0,1699736
-0,1913879
-0,2120503
-0,2318671
-0,2507506
-0,2686149
-0,2853782
-0,300965
-0,3153023
-0,3283244
-0,3399689
-0,350181
-0,3589103
-0,3661141
-0,3717547
-0,3758022
-0,3782326
-0,3790293
-0,3781824
-0,3756895
-0,3715546
-0,3657896
-0,3584127
-0,3494499
-0,3389333
-0,326903
-0,3134041
-0,2984899
-0,2822198
-0,2646577
-0,2458758
-0,225949
-0,2049606
-0,1829956
-0,1601469
-0,136508
-0,1121798
-0,08726317
-0,06186445
-0,03609262
-0,01005585
0,01613223
0,04236079
0,06851442
0,09448147
0,1201467
0,1453997
0,1701273
0,194222
0,2175759
0,2400837
0,261646
0,2821637
0,3015449
0,3196992
0,3365441
0,3519995
0,3659935
0,3784581
0,3893333
0,3985646
0,4061042
0,4119127
0,4159565
0,4182105
0,4186568
0,4172851
0,4140932
0,4090864
0,4022785
0,3936901
0,3833505
0,3712962
0,3575726
0,3422294
0,3253263
0,3069292
0,2871123
0,2659518
0,2435343
0,219951
0,1952985
0,1696802
0,1431988
0,1159666
0,08809788
0,05971244
0,03092645
0,001864721
-0,02734822
-0,05658443
-0,08572175
-0,1146313
-0,1431868
-0,1712626
-0,1987329
-0,2254797
-0,2513813
-0,2763214
-0,3001852
-0,3228675
-0,344262
-0,3642696
-0,3827964
-0,3997532
-0,415061
-0,4286435
-0,4404328
-0,4503677
-0,4583969
-0,4644746
-0,4685642
-0,4706371
-0,470674
-0,4686635
-0,464603
-0,4584992
-0,4503679
-0,440232
-0,4281251
-0,4140885
-0,3981738
-0,3804369
-0,3609456
-0,3397745
-0,3170059
-0,2927311
-0,2670431
-0,2400469
-0,2118518
-0,1825753
-0,1523336
-0,1212542
-0,08946671
-0,05710714
-0,0243074
0,008790701
0,04204562
0,07531431
0,1084504
0,1413145
0,1737604
0,2056449
0,2368245
0,2671645
0,2965262
0,3247764
0,3517861
0,3774288
0,401589
0,4241509
0,445007
0,4640548
0,4812035
0,4963653
0,5094621
0,5204234
0,5291896
0,5357078
0,5399355
0,5418395
0,5413966
0,5385933
0,5334263
0,5259024
0,5160394
0,503863
0,4894112
0,4727312
0,4538803
0,4329271
0,4099448
0,3850206
0,3582489
0,3297352
0,2995866
0,2679242
0,2348745
0,2005733
0,1651551
0,1287678
0,09156194
0,05369257
0,01532165
-0,0233942
-0,06228717
-0,1011903
-0,1399327
-0,1783513
-0,2162746
-0,2535352
-0,289967
-0,3254036
-0,3596898
-0,392666
-0,4241797
-0,4540814
-0,4822342
-0,5085006
-0,5327526
-0,5548683
-0,5747389
-0,5922591
-0,607335
-0,619882
-0,6298255
-0,6371033
-0,6416617
-0,6434593
-0,6424662
-0,6386641
-0,6320465
-0,6226189
-0,610399
-0,5954177
-0,5777146
-0,5573445
-0,534373
-0,5088795
-0,4809488
-0,4506826
-0,4181917
-0,3835998
-0,3470331
-0,3086347
-0,2685545
-0,2269506
-0,1839925
-0,1398471
-0,0946976
-0,04872981
-0,00213823
0,04488874
0,09214866
0,1394398
0,1865584
0,2332961
0,2794549
0,3248266
0,3692082
0,4123957
0,4541981
0,4944186
0,5328685
0,5693623
0,6037292
0,6357973
0,6654059
0,692403
0,7166445
0,7380021
0,7563528
0,7715871
0,7836067
0,7923288
0,7976808
0,7996047
0,7980562
0,7930064
0,7844389
0,7723536
0,7567649
0,7377036
0,7152112
0,6893485
0,6601896
0,6278262
0,5923569
0,5539017
0,5125923
0,468574
0,4220086
0,37306
0,3219142
0,2687654
0,2138224
0,1572919
0,09940176
0,04038412
-0,01952133
-0,08006379
-0,1410004
-0,2020702
-0,263013
-0,3235614
-0,3834601
-0,4424396
-0,5002357
-0,5565814
-0,6112252
-0,6639068
-0,714375
-0,7623846
-0,8076943
-0,850081
-0,8893204
-0,925202
-0,9575242
-0,9861045
-1,010766
-1,031349
-1,047707
-1,05971
-1,067246
-1,070216
-1,068542
-1,062162
-1,051032
-1,03513
-1,014451
-0,9890107
-0,9588415
-0,9239995
-0,8845596
-0,8406163
-0,7922882
-0,7397023
-0,6830158
-0,6224015
-0,5580562
-0,49018
-0,4190051
-0,3447761
-0,267754
-0,1882215
-0,1064578
-0,02277402
0,06251179
0,1490632
0,2365526
0,324623
0,4129157
